gid,pop2009,county,subcounty,ward,uid,scuid,cuid,voters,david_waih,george_waj,raila_odin,reuben_kig,william_ru
418,26525,MAKUENI,Kilome Sub County,Mukaa Ward,sZE7f9VLEbp,XAy1bjurhLU,BoDytkJQ4Qi,,,,,,
419,22991,MAKUENI,Kilome Sub County,Kiima Kiu/Kalanzoni Ward,VnerQmEfHq1,XAy1bjurhLU,BoDytkJQ4Qi,,,,,,
420,38490,MAKUENI,Kaiti  Sub County,Ukia ward,INKzs9VvqEs,pKJ4NZGPzTA,BoDytkJQ4Qi,,,,,,
421,21025,MAKUENI,Kaiti  Sub County,Kee ward,hlz6Fo6Dr90,pKJ4NZGPzTA,BoDytkJQ4Qi,,,,,,
422,33952,MAKUENI,Kaiti  Sub County,Kilungu ward,ObrcNOdPKpV,pKJ4NZGPzTA,BoDytkJQ4Qi,,,,,,
423,26649,MAKUENI,Kaiti  Sub County,Ilima ward,xB9PrSz7UNP,pKJ4NZGPzTA,BoDytkJQ4Qi,,,,,,
424,25326,MAKUENI,Makueni  Sub County,Wote Ward,MGxM50hGFBS,AIGIQpolMRn,BoDytkJQ4Qi,,,,,,
425,24477,MAKUENI,Makueni  Sub County,Muvau/Kikumini Ward,bMFoCdyYs5e,AIGIQpolMRn,BoDytkJQ4Qi,,,,,,
426,23274,MAKUENI,Makueni  Sub County,Mavindini Ward,jGvMus41myr,AIGIQpolMRn,BoDytkJQ4Qi,,,,,,
427,22054,MAKUENI,Makueni  Sub County,Kitise/Kithuki Ward,Jcz6ykVTJxT,AIGIQpolMRn,BoDytkJQ4Qi,,,,,,
428,31277,MAKUENI,Makueni  Sub County,Kathonzweni Ward,uBWnkt16xIs,AIGIQpolMRn,BoDytkJQ4Qi,,,,,,
429,37042,MAKUENI,Makueni  Sub County,Nzaui/Kilili/Kalamba Ward,Amj9UOaw3tP,AIGIQpolMRn,BoDytkJQ4Qi,,,,,,
430,30348,MAKUENI,Makueni  Sub County,Mbitini Ward,VUT7af8sHh5,AIGIQpolMRn,BoDytkJQ4Qi,,,,,,
431,42094,MAKUENI,Kibwezi West  Sub County,Makindu Ward,HHjcyeBEO9W,toa2Hl7iVQI,BoDytkJQ4Qi,,,,,,
432,28208,MAKUENI,Kibwezi West  Sub County,Nguumo Ward,ErVmSqffPmn,toa2Hl7iVQI,BoDytkJQ4Qi,,,,,,
433,20314,MAKUENI,Kibwezi West  Sub County,Kikumbulyu North Ward,EvQ0fdCX5Qi,toa2Hl7iVQI,BoDytkJQ4Qi,,,,,,
434,25892,MAKUENI,Kibwezi West  Sub County,Kikumbulyu South Ward,QuGPZs62NHX,toa2Hl7iVQI,BoDytkJQ4Qi,,,,,,
435,23764,MAKUENI,Kibwezi West  Sub County,Nguu/Masumba Ward,SJ03kAWXPyt,toa2Hl7iVQI,BoDytkJQ4Qi,,,,,,
1676,28162,Kakamega,Mumias West  Sub County,Etenje Ward,KcXeBdcYXss,uRl5fBkhpcE,BjC1xL40gHo,,,,,,
1677,30721,Kakamega,Mumias West  Sub County,Musanda Ward,vi6Huowv9e7,uRl5fBkhpcE,BjC1xL40gHo,,,,,,
113,11382,TAITA TAVETA,Taveta Sub County,Bomani Ward,umrac2I2Sg9,jNzRdAwjaQ1,QyGNX2DpR4h,,,,,,
114,20648,TAITA TAVETA,Taveta Sub County,Mboghoni Ward,SRbWfuqghtn,jNzRdAwjaQ1,QyGNX2DpR4h,,,,,,
129,13686,TAITA TAVETA,Voi Sub County,Kasigau Ward,kMQqsjpcUFH,yoGLpCTgjed,QyGNX2DpR4h,,,,,,
154,67937,GARISSA,Fafi Sub County,Jarajila Ward,P8C6Fcb3Q8n,RScEHA3V38d,uyOrcHZBpW0,,,,,,
155,5108,GARISSA,Fafi Sub County,Fafi Ward,kSajt3nW2ip,RScEHA3V38d,uyOrcHZBpW0,,,,,,
163,20967,WAJIR,Wajir North Sub County,Korondile Ward,nbDWw7ouQOZ,qsjAa8FE8OS,CeLsrJOH0g9,,,,,,
183,40403,WAJIR,Eldas Sub County,Elnur/tula tula Ward,CisxX3iXbp9,x6Z1sBeiyqQ,CeLsrJOH0g9,,,,,,
191,42557,MANDERA,MANDERA WEST,TAKABA SOUTH,QPvTzWqCuvE,H5RvDZkoDJL,R6f9znhg37c,,,,,,
192,33542,MANDERA,MANDERA WEST,TAKABA,cnOOaygI2G3,H5RvDZkoDJL,R6f9znhg37c,,,,,,
184,24542,WAJIR,Wajir South Sub County,Benane Ward,TRdcXjEmmMS,U7KFQn3Up3o,CeLsrJOH0g9,,,,,,
185,10618,WAJIR,Wajir South Sub County,Burder Ward,dFbf5rdQdI9,U7KFQn3Up3o,CeLsrJOH0g9,,,,,,
1832,31752,Kilifi,Kilifi South Sub County,Junju Ward,FyFIsGw4IJR,xWAZBULwGxp,nrI2khZx3d0,,,,,,
1684,30584,Kakamega,Matungu Sub County,Mayoni Ward,PXAviuGXJGl,ssbO49f0iLN,BjC1xL40gHo,,,,,,
1685,31568,Kakamega,Matungu Sub County,Namamali Ward,LaVcN8NDdNa,ssbO49f0iLN,BjC1xL40gHo,,,,,,
1686,31250,Kakamega,Butere Sub County,Marama West Ward,cYwe7Q54BbE,K7mZpm8COh7,BjC1xL40gHo,,,,,,
1687,44717,Kakamega,Butere Sub County,Marama Central Ward,p8bUOZBUz0i,K7mZpm8COh7,BjC1xL40gHo,,,,,,
1688,23065,Kakamega,Butere Sub County,Marenyo-shianda Ward,KqnktZiiyGZ,K7mZpm8COh7,BjC1xL40gHo,,,,,,
1689,20796,Kakamega,Butere Sub County,Marama North Ward,CcUrOE5FsJW,K7mZpm8COh7,BjC1xL40gHo,,,,,,
1690,19952,Kakamega,Butere Sub County,Marama South Ward,NTHccL0KJ5j,K7mZpm8COh7,BjC1xL40gHo,,,,,,
1692,19905,Kakamega,Khwisero Sub County,Kisa East Ward,YROnQ32WW3W,UhQS2Mv0PCK,BjC1xL40gHo,,,,,,
1693,21230,Kakamega,Khwisero Sub County,Kisa West Ward,S3ZBq5xn6AN,UhQS2Mv0PCK,BjC1xL40gHo,,,,,,
1694,42200,Kakamega,Khwisero Sub County,Kisa Central Ward,gccbvaIlS0w,UhQS2Mv0PCK,BjC1xL40gHo,,,,,,
1695,23496,Kakamega,Shinyalu Sub County,Isukha North Ward,w6TKm6OEgE7,sjlSPeRgl7d,BjC1xL40gHo,,,,,,
1696,28285,Kakamega,Shinyalu Sub County,Murhanda Ward,MtRX8xhwq3F,sjlSPeRgl7d,BjC1xL40gHo,,,,,,
1697,34545,Kakamega,Shinyalu Sub County,Isukha Central Ward,msMd2VRjWK8,sjlSPeRgl7d,BjC1xL40gHo,,,,,,
1698,35807,Kakamega,Shinyalu Sub County,Isukha South Ward,xBOLvibwvDH,sjlSPeRgl7d,BjC1xL40gHo,,,,,,
1699,17930,Kakamega,Shinyalu Sub County,Isukha East Ward,LwmmrE9075H,sjlSPeRgl7d,BjC1xL40gHo,,,,,,
1700,19412,Kakamega,Shinyalu Sub County,Isukha West Ward,O32Jm6NiiBu,sjlSPeRgl7d,BjC1xL40gHo,,,,,,
1701,20917,Kakamega,Ikolomani Sub County,Idakho South Ward,gAnhNKgtbOq,BE6HMtlHyl1,BjC1xL40gHo,,,,,,
1702,26757,Kakamega,Ikolomani Sub County,Idakho East Ward,WVPQgX90uxe,BE6HMtlHyl1,BjC1xL40gHo,,,,,,
1703,25861,Kakamega,Ikolomani Sub County,Idakho North Ward,bW4Zp3tt8W7,BE6HMtlHyl1,BjC1xL40gHo,,,,,,
1704,31134,Kakamega,Ikolomani Sub County,Idakho Central Ward,Hh55s4mboMi,BE6HMtlHyl1,BjC1xL40gHo,,,,,,
1705,25192,Busia,Teso North Sub County,Malaba Central Ward,UpSuhJyWAIc,GpEIlwz3FvT,Tvf1zgVZ0K4,,,,,,
1706,13765,Busia,Teso North Sub County,Malaba North Ward,jvY4ig8JLYY,GpEIlwz3FvT,Tvf1zgVZ0K4,,,,,,
1707,20791,Busia,Teso North Sub County,Ang'urai South Ward,OSO67hxKiUf,GpEIlwz3FvT,Tvf1zgVZ0K4,,,,,,
1708,23400,Busia,Teso North Sub County,Ang'urai North Ward,oOa6cVAodY5,GpEIlwz3FvT,Tvf1zgVZ0K4,,,,,,
1709,15549,Busia,Teso North Sub County,Ang'urai East Ward,pVLJ4TYVNAR,GpEIlwz3FvT,Tvf1zgVZ0K4,,,,,,
1710,19250,Busia,Teso North Sub County,Malaba South Ward,VG4qlKr4Z2A,GpEIlwz3FvT,Tvf1zgVZ0K4,,,,,,
1711,26162,Busia,Teso South Sub County,Ang'orom Ward,umi4GRQTwG0,EhchjCHkhJ9,Tvf1zgVZ0K4,,,,,,
1712,30707,Busia,Teso South Sub County,Chakol South Ward,Ksb8Prco66C,EhchjCHkhJ9,Tvf1zgVZ0K4,,,,,,
1713,18655,Busia,Teso South Sub County,Chakol North Ward,rthnyPewuyf,EhchjCHkhJ9,Tvf1zgVZ0K4,,,,,,
1714,17423,Busia,Teso South Sub County,Amukura West Ward,GcsaAX4B8x8,EhchjCHkhJ9,Tvf1zgVZ0K4,,,,,,
1715,23357,Busia,Teso South Sub County,Amukura East Ward,xPmSqaPoPFT,EhchjCHkhJ9,Tvf1zgVZ0K4,,,,,,
452,20037,NYANDARUA,Kipipiri Sub County,Githioro Ward,xK8OudWDlHV,KlVgeHmvG6n,mYZacFNIB3h,,,,,,
351,24858,KITUI,Kitui Rural Sub County,Mbitini Ward,MLjJaYTdwrs,vbauk0RRq9N,j8o6iO4Njsi,,,,,,
454,25834,NYANDARUA,Olkalou Sub County,Kanjuiri range Ward,QetTI3w7Tfe,Lm9RMwhIu3G,mYZacFNIB3h,,,,,,
1716,20756,Busia,Teso South Sub County,Amukura Central Ward,VAOZFeKsbAT,EhchjCHkhJ9,Tvf1zgVZ0K4,,,,,,
359,25452,KITUI,Kitui East Sub County,Zombe/mwitika Ward,fgZAe9zffHF,d0Gu8FrRM0Y,j8o6iO4Njsi,,,,,,
225,12695,MARSABIT,MOYALE,MOYALE TOWNSHIP,kHOR6vEvDdY,sZjPgbWI5ra,Eey8fT4Im3y,,,,,,
226,9754,MARSABIT,MOYALE,URAN,KKOlWI3X5nP,sZjPgbWI5ra,Eey8fT4Im3y,,,,,,
227,5195,MARSABIT,MOYALE,OBBU,fBMKIsnV2ZV,sZjPgbWI5ra,Eey8fT4Im3y,,,,,,
228,18628,MARSABIT,NORTH HORR,DUKANA,kSbjSiQEQ91,j6fqt5TYqPZ,Eey8fT4Im3y,,,,,,
229,19225,MARSABIT,NORTH HORR,MAIKONA,hratVLq4Zft,j6fqt5TYqPZ,Eey8fT4Im3y,,,,,,
206,30399,MANDERA,MANDERA SOUTH,WARGADUD,Pp4y0VFaeLg,qyhVIMG2rUw,R6f9znhg37c,,,,,,
457,23952,NYANDARUA,Olkalou Sub County,Rurii Ward,eBk1tdli8XV,Lm9RMwhIu3G,mYZacFNIB3h,,,,,,
96,16403,TANA RIVER,Bura Sub County,Chewele Ward,SDz17fk0X0k,yWPcTwGwQ2B,JsH2bnvNt2d,,,,,,
234,8960,MARSABIT,SAKU,KARARE,MhwOKHDNTsU,WILszL634oZ,Eey8fT4Im3y,,,,,,
235,20784,MARSABIT,SAKU,MARSABIT CENTRAL,PVB8iZMsHnd,WILszL634oZ,Eey8fT4Im3y,,,,,,
236,16358,MARSABIT,LAISAMIS,LOIYANGALANI,xjbfzSmFPMk,eZpy65ooW0m,Eey8fT4Im3y,,,,,,
100,26284,TANA RIVER,Bura Sub County,Madogo Ward,yTb02ghmk0V,yWPcTwGwQ2B,JsH2bnvNt2d,,,,,,
1722,9170,Busia,Matayos Sub County,Mayenje Ward,Fh0N1GDepVx,tvkI2HSIRW9,Tvf1zgVZ0K4,,,,,,
1726,20211,Busia,Butula Sub County,Marachi West Ward,WnuuhfEMxBf,RIBiZFJxB1K,Tvf1zgVZ0K4,,,,,,
486,19093,NYERI,Nyeri South Sub County,Karima Ward,jrWulcAQIzP,dd7jowvUO95,ptWVfaCIdVx,,,,,,
487,18533,NYERI,Mukurweini Sub County,Gikondi Ward,ohWtG7fskG2,zT8Zj5vNYCy,ptWVfaCIdVx,,,,,,
488,20699,NYERI,Mukurweini Sub County,Rugi Ward,EitnMJgAT0z,zT8Zj5vNYCy,ptWVfaCIdVx,,,,,,
489,18417,NYERI,Mukurweini Sub County,Mukurwe-ini west Ward,WQtfFgLYHGe,zT8Zj5vNYCy,ptWVfaCIdVx,,,,,,
490,26283,NYERI,Mukurweini Sub County,Mukurwe-ini central Ward,GAsUkSqRL2f,zT8Zj5vNYCy,ptWVfaCIdVx,,,,,,
491,23872,NYERI,Nyeri Central Sub County,Kiganjo/mathari Ward,Jf0JOsPw0vn,GXnD5lHeanK,ptWVfaCIdVx,,,,,,
492,25018,NYERI,Nyeri Central Sub County,Rware Ward,At5MPktCh4M,GXnD5lHeanK,ptWVfaCIdVx,,,,,,
493,21804,NYERI,Nyeri Central Sub County,Gatitu/muruguru Ward,fYc1aD2k4cK,GXnD5lHeanK,ptWVfaCIdVx,,,,,,
494,22160,NYERI,Nyeri Central Sub County,RURING'U / Karia Ward,h8Uo12ri0RF,GXnD5lHeanK,ptWVfaCIdVx,,,,,,
495,26419,NYERI,Nyeri Central Sub County,Kamakwa/mukaro Ward,iQw990SbVXY,GXnD5lHeanK,ptWVfaCIdVx,,,,,,
496,26864,KIRINYAGA,Kirinyaga North/Mwea West Sub County,Mutithi Ward,K3uHCihezz7,f6EOn3xI9YH,Ulj33KBau7V,,,,,,
497,19300,KIRINYAGA,Kirinyaga North/Mwea West Sub County,Kangai Ward,fghL5DnydV2,f6EOn3xI9YH,Ulj33KBau7V,,,,,,
498,23219,KIRINYAGA,Kirinyaga North/Mwea West Sub County,Thiba Ward,Fx3891QAEv0,f6EOn3xI9YH,Ulj33KBau7V,,,,,,
499,17881,KIRINYAGA,Kirinyaga North/Mwea West Sub County,Wamumu Ward,zMPe9KHPLp0,f6EOn3xI9YH,Ulj33KBau7V,,,,,,
500,25016,KIRINYAGA,Kirinyaga South Sub County,Nyangati Ward,Gsl9Z7f1kbX,jHmpQUlnkQk,Ulj33KBau7V,,,,,,
501,28250,KIRINYAGA,Kirinyaga South Sub County,Murinduko Ward,yXzhbb6Zwi8,jHmpQUlnkQk,Ulj33KBau7V,,,,,,
502,18337,KIRINYAGA,Kirinyaga South Sub County,Gathigiriri Ward,tWc3XLOEMO1,jHmpQUlnkQk,Ulj33KBau7V,,,,,,
503,31645,KIRINYAGA,Kirinyaga South Sub County,Tebere Ward,qrCcjRw4mdw,jHmpQUlnkQk,Ulj33KBau7V,,,,,,
504,38489,KIRINYAGA,Kirinyaga East Sub County,Kabare Ward,E8dTFNJYgtl,yOaHQLOLd1H,Ulj33KBau7V,,,,,,
505,20027,KIRINYAGA,Kirinyaga East Sub County,Baragwi Ward,zY1T5H8vk9z,yOaHQLOLd1H,Ulj33KBau7V,,,,,,
506,24190,KIRINYAGA,Kirinyaga East Sub County,Njukiine Ward,hnLq51q52zo,yOaHQLOLd1H,Ulj33KBau7V,,,,,,
507,18064,KIRINYAGA,Kirinyaga East Sub County,Ngariama Ward,ClOFuXgqcFJ,yOaHQLOLd1H,Ulj33KBau7V,,,,,,
508,23902,KIRINYAGA,Kirinyaga East Sub County,Karumandi Ward,jlthZ0Rz41H,yOaHQLOLd1H,Ulj33KBau7V,,,,,,
509,30536,KIRINYAGA,Kirinyaga West Sub County,Mukure Ward,fCiM1MhUvOj,A34NiI4rgnf,Ulj33KBau7V,,,,,,
510,41036,KIRINYAGA,Kirinyaga West Sub County,Kiine Ward,BSHD4ORT4xu,A34NiI4rgnf,Ulj33KBau7V,,,,,,
511,27943,KIRINYAGA,Kirinyaga West Sub County,Kariti Ward,LAhI3yCEdB1,A34NiI4rgnf,Ulj33KBau7V,,,,,,
1729,20865,Busia,Butula Sub County,Marachi East Ward,IS2J5mu8wNo,RIBiZFJxB1K,Tvf1zgVZ0K4,,,,,,
1730,24054,Busia,Butula Sub County,Marachi North Ward,uHObeeBxuHY,RIBiZFJxB1K,Tvf1zgVZ0K4,,,,,,
1731,18654,Busia,Butula Sub County,Elugulu Ward,rIwgAyjb2JZ,RIBiZFJxB1K,Tvf1zgVZ0K4,,,,,,
1732,28143,Busia,Samia Sub County,Namboboto Nambuku Ward,TXzHtrNrFeb,NHRktMsAkO1,Tvf1zgVZ0K4,,,,,,
1733,20193,Busia,Samia Sub County,Nangina Ward,nuZowpCKvMd,NHRktMsAkO1,Tvf1zgVZ0K4,,,,,,
1734,25378,Busia,Samia Sub County,Ageng'a Nanguba Ward,soQ5zdUZi2H,NHRktMsAkO1,Tvf1zgVZ0K4,,,,,,
1735,19786,Busia,Samia Sub County,Bwiri Ward,fKK4JksHULe,NHRktMsAkO1,Tvf1zgVZ0K4,,,,,,
2097,33583,Muranga,Mathioya Sub County,Kiru Ward,g28fToPCZhp,u7Gkh63FYe4,ahwTMNAJvrL,,,,,,
2098,20905,Muranga,Mathioya Sub County,Kamacharia Ward,NJeG4zy8zci,u7Gkh63FYe4,ahwTMNAJvrL,,,,,,
2099,28898,Muranga,Kiharu Sub County,Wangu Ward,zjVTfkcrCb6,VDlzh6w4LKv,ahwTMNAJvrL,,,,,,
2100,29192,Muranga,Kiharu Sub County,Mugoiri Ward,EVc3FnW4kcm,VDlzh6w4LKv,ahwTMNAJvrL,,,,,,
2101,33171,Muranga,Kiharu Sub County,Mbiri Ward,sG1YvrNWJTV,VDlzh6w4LKv,ahwTMNAJvrL,,,,,,
2102,27484,Muranga,Kiharu Sub County,Township Ward,ELXBhFCPcHC,VDlzh6w4LKv,ahwTMNAJvrL,,,,,,
2103,28943,Muranga,Kiharu Sub County,Murarandia Ward,d0uIgkgHOaB,VDlzh6w4LKv,ahwTMNAJvrL,,,,,,
1741,43438,Nakuru,Molo  Sub County,Elburgon Ward,X5bxxQN8nP5,RJ4LGJiSHFg,ob6SxuRcqU4,,,,,,
1749,57429,Nakuru,Njoro  Sub County,Njoro Ward,TaCopZQ4jLn,gSJXzH1DM75,ob6SxuRcqU4,,,,,,
1750,15692,Nakuru,Naivasha  Sub County,Biashara Ward,lW5g42Bv4Rk,yZJJPoSGhY6,ob6SxuRcqU4,,,,,,
1751,39209,Nakuru,Naivasha  Sub County,Hells Gate Ward,ZphUbBMB5yv,yZJJPoSGhY6,ob6SxuRcqU4,,,,,,
2104,33388,Muranga,Kiharu Sub County,Gaturi Ward,K8rhUYNmJhw,VDlzh6w4LKv,ahwTMNAJvrL,,,,,,
2105,19586,Muranga,Kigumo Sub County,Kahumbu Ward,X7arkK99dq7,tyfDsdZ1h3R,ahwTMNAJvrL,,,,,,
1763,21086,Nakuru,Kuresoi South  Sub County,Amalo Ward,okaRgHkp8W5,QwGkDS0DNls,ob6SxuRcqU4,,,,,,
1764,33549,Nakuru,Kuresoi South  Sub County,Keringet Ward,ZSBD8btR2UC,QwGkDS0DNls,ob6SxuRcqU4,,,,,,
1765,26193,Nakuru,Kuresoi South  Sub County,Kiptagich Ward,wKz9Uw8QczF,QwGkDS0DNls,ob6SxuRcqU4,,,,,,
1766,34607,Nakuru,Kuresoi South  Sub County,Tinet Ward,fi569D0zk8J,QwGkDS0DNls,ob6SxuRcqU4,,,,,,
611,21338,TURKANA,Turkana North Sub County,Kaeris Ward,PfM59R0hE2L,mWpq607yRXh,kphDeKClFch,,,,,,
612,34289,TURKANA,Turkana North Sub County,Lakezone Ward,yVMtm0p4OeM,mWpq607yRXh,kphDeKClFch,,,,,,
613,21932,TURKANA,Turkana North Sub County,Lapur Ward,sKV3BVTK2cJ,mWpq607yRXh,kphDeKClFch,,,,,,
614,29855,TURKANA,Kibish Sub County,Kaaleng/kaikor Ward,nVDsZkKZSil,AXNntZ7T30a,kphDeKClFch,,,,,,
2106,23419,Muranga,Kigumo Sub County,Muthithi Ward,qe32Mlgh56x,tyfDsdZ1h3R,ahwTMNAJvrL,,,,,,
2107,23320,Muranga,Kigumo Sub County,Kigumo Ward,H8uphttPusS,tyfDsdZ1h3R,ahwTMNAJvrL,,,,,,
2108,29195,Muranga,Kigumo Sub County,Kangari Ward,PyVnQFcBqOT,tyfDsdZ1h3R,ahwTMNAJvrL,,,,,,
2109,28246,Muranga,Kigumo Sub County,Kinyona Ward,bpbzvOdMDqN,tyfDsdZ1h3R,ahwTMNAJvrL,,,,,,
2110,32365,Muranga,Muranga South Sub County,Kimorori/wempa Ward,D8f8vrysA4J,l46g2PZUjoh,ahwTMNAJvrL,,,,,,
2111,26910,Muranga,Muranga South Sub County,Makuyu Ward,U3N4bJZ2BL0,l46g2PZUjoh,ahwTMNAJvrL,,,,,,
2112,21195,Muranga,Muranga South Sub County,Kambiti Ward,ul9ur7nq171,l46g2PZUjoh,ahwTMNAJvrL,,,,,,
2113,24189,Muranga,Muranga South Sub County,Kamahuhu Ward,H7KVdIvj4Sp,l46g2PZUjoh,ahwTMNAJvrL,,,,,,
2114,23253,Muranga,Muranga South Sub County,Ichagaki Ward,pjBltTaHYUz,l46g2PZUjoh,ahwTMNAJvrL,,,,,,
2115,24360,Muranga,Muranga South Sub County,Nginda Ward,JqeBiHQ9lNI,l46g2PZUjoh,ahwTMNAJvrL,,,,,,
2116,18005,Muranga,Kandara Sub County,Ng'araria Ward,GqsqQj9CDst,gwYTo0wITYX,ahwTMNAJvrL,,,,,,
2117,23535,Muranga,Kandara Sub County,Muruka Ward,X7rwLIDSf7d,gwYTo0wITYX,ahwTMNAJvrL,,,,,,
2118,28847,Muranga,Kandara Sub County,Kagundu-ini Ward,qNMJbWjRI45,gwYTo0wITYX,ahwTMNAJvrL,,,,,,
2119,28363,Muranga,Kandara Sub County,Gaichanjiru Ward,H3V7py1sKHI,gwYTo0wITYX,ahwTMNAJvrL,,,,,,
2120,27182,Muranga,Kandara Sub County,Ithiru Ward,Wdh5QDM2Ov1,gwYTo0wITYX,ahwTMNAJvrL,,,,,,
2121,30731,Muranga,Kandara Sub County,Ruchu Ward,WE5SA6SLnRY,gwYTo0wITYX,ahwTMNAJvrL,,,,,,
2122,19359,Muranga,Gatanga Sub County,Ithanga Ward,qduwDtFCdfH,Z7ALMtFNfeZ,ahwTMNAJvrL,,,,,,
2123,31144,Muranga,Gatanga Sub County,Kakuzi/mitubiri Ward,v5Uz1hZEGu3,Z7ALMtFNfeZ,ahwTMNAJvrL,,,,,,
1727,18270,Busia,Butula Sub County,Kingandole Ward,uHJ0GgTgj0p,RIBiZFJxB1K,Tvf1zgVZ0K4,,,,,,
462,19066,NYANDARUA,Ndaragwa Sub County,Leshau/pondo Ward,Nv8G0Ki2owJ,EESGLsSLTqH,mYZacFNIB3h,,,,,,
618,45664,TURKANA,Turkana West Sub County,Lopur Ward,Mdegig3qDW9,HK5SUCMQmsw,kphDeKClFch,,,,,,
619,43262,TURKANA,Turkana West Sub County,Letea Ward,be0Y1B0phrY,HK5SUCMQmsw,kphDeKClFch,,,,,,
620,17624,TURKANA,Turkana West Sub County,Songot Ward,wMAoxOk8ORf,HK5SUCMQmsw,kphDeKClFch,,,,,,
2124,23832,Muranga,Gatanga Sub County,Mugumo-ini Ward,WnEb4RUZg21,Z7ALMtFNfeZ,ahwTMNAJvrL,,,,,,
2125,27131,Muranga,Gatanga Sub County,Kihumbu-ini Ward,xaHRe14dY0G,Z7ALMtFNfeZ,ahwTMNAJvrL,,,,,,
2126,23959,Muranga,Gatanga Sub County,Gatanga Ward,yg2YesgFsrG,Z7ALMtFNfeZ,ahwTMNAJvrL,,,,,,
2127,38172,Muranga,Gatanga Sub County,Kariara Ward,F0uYRw2XYg5,Z7ALMtFNfeZ,ahwTMNAJvrL,,,,,,
2128,30142,Uasin Gishu,Soy Sub County,Moi's Bridge Ward,wyQ3FlLalVy,lmr1q6dTaso,pZqQRRW7PHP,,,,,,
160,32375,GARISSA,Ijara Sub County,Masalani Ward,WRLhcN3G2DL,l5E6PiIUs1J,uyOrcHZBpW0,,,,,,
2129,19076,Uasin Gishu,Soy Sub County,Kapkures Ward,cSNEKHwtiWH,lmr1q6dTaso,pZqQRRW7PHP,,,,,,
2130,31433,Uasin Gishu,Soy Sub County,Ziwa Ward,DUsGbpnzvet,lmr1q6dTaso,pZqQRRW7PHP,,,,,,
2133,25068,Uasin Gishu,Soy Sub County,Soy Ward,m7g3tve46XL,lmr1q6dTaso,pZqQRRW7PHP,,,,,,
2134,12150,Uasin Gishu,Soy Sub County,Kuinet/kapsuswa Ward,HglOFYGPmKB,lmr1q6dTaso,pZqQRRW7PHP,,,,,,
2135,30805,Uasin Gishu,Turbo Sub County,Ngenyilel Ward,NXNdgSCo71E,KuprsuBe1l0,pZqQRRW7PHP,,,,,,
2136,30512,Uasin Gishu,Turbo Sub County,Tapsagoi Ward,w6dTkyKAgzB,KuprsuBe1l0,pZqQRRW7PHP,,,,,,
2137,28290,Uasin Gishu,Turbo Sub County,Kamagut Ward,P1RSkho9WMu,KuprsuBe1l0,pZqQRRW7PHP,,,,,,
2138,53659,Uasin Gishu,Turbo Sub County,Kiplombe Ward,U9vp5b6AuGm,KuprsuBe1l0,pZqQRRW7PHP,,,,,,
2139,28593,Uasin Gishu,Turbo Sub County,Kapsaos Ward,Itj44Rse7au,KuprsuBe1l0,pZqQRRW7PHP,,,,,,
2140,38545,Uasin Gishu,Turbo Sub County,Huruma Ward,GCgCUcOL0Mz,KuprsuBe1l0,pZqQRRW7PHP,,,,,,
161,20434,WAJIR,Wajir North Sub County,Gurar Ward,w7fqbD2ws7l,qsjAa8FE8OS,CeLsrJOH0g9,,,,,,
345,20890,KITUI,Mwingi Central Sub- County,Waita Ward,sTm9i4x7TTQ,uE7HKhqPOtf,j8o6iO4Njsi,,,,,,
346,34140,KITUI,Kitui West  Sub County,Mutongoni Ward,IgBhlSMshmk,cmWAJB5kCDW,j8o6iO4Njsi,,,,,,
347,25385,KITUI,Kitui West  Sub County,Kauwi Ward,T9ZjyItHbW9,cmWAJB5kCDW,j8o6iO4Njsi,,,,,,
348,24081,KITUI,Kitui West  Sub County,Matinyani Ward,fIEkqCnDeKD,cmWAJB5kCDW,j8o6iO4Njsi,,,,,,
349,18708,KITUI,Kitui West  Sub County,Kwamutonga/kithumula Ward,rWDqxS3mGCY,cmWAJB5kCDW,j8o6iO4Njsi,,,,,,
482,27670,NYERI,Mathira East Sub County,Karatina town Ward,oCDeWaZZImt,vznKK4IegIL,ptWVfaCIdVx,,,,,,
483,21846,NYERI,Nyeri South Sub County,Mahiga Ward,t5i5lYBO7C5,dd7jowvUO95,ptWVfaCIdVx,,,,,,
362,23011,KITUI,Kitui East Sub County,Voo/kyamatu Ward,fYDplrDSXQI,d0Gu8FrRM0Y,j8o6iO4Njsi,,,,,,
363,15506,KITUI,Kitui East Sub County,Endau/malalani Ward,p0vnle5S7g2,d0Gu8FrRM0Y,j8o6iO4Njsi,,,,,,
364,19098,KITUI,Kitui East Sub County,Mutitu/kaliku Ward,qWZAzrzTN2v,d0Gu8FrRM0Y,j8o6iO4Njsi,,,,,,
365,36185,KITUI,Kitui South Sub County,Ikanga/kyatune Ward,BLSmZHA1d92,d3hSQ3EtnPk,j8o6iO4Njsi,,,,,,
436,25657,MAKUENI,Kibwezi West  Sub County,Emali/Mulala Ward,Q1FhAEC0Ode,toa2Hl7iVQI,BoDytkJQ4Qi,,,,,,
437,32270,MAKUENI,Kibwezi East  Sub County,Masongaleni Ward,oVE1UXXDGcA,ZhhyithPNoI,BoDytkJQ4Qi,,,,,,
438,35123,MAKUENI,Kibwezi East  Sub County,Mtito Andei Ward,LAm2YbBslNB,ZhhyithPNoI,BoDytkJQ4Qi,,,,,,
